"registration_day,""payment_day"",""source_id"",""sum_net"""
"2015-07-01,""2015-08-05"",2,23.45"
"2015-10-08,""2015-11-23"",1,17.16"
"2015-08-27,""2015-09-17"",2,0.43"
"2015-09-24,""2015-09-30"",1,0.15"
"2015-08-16,""2015-11-27"",2,11.18"
"2015-09-08,""2015-10-28"",1,7.43"
"2015-07-07,""2015-08-03"",2,4.73"
"2015-09-04,""2015-11-08"",2,0.2"
"2015-08-30,""2015-09-26"",2,13.58"
"2015-09-16,""2015-10-16"",1,21.27"
"2015-07-31,""2015-08-31"",2,15.94"
"2015-07-20,""2015-11-10"",2,8.73"
"2015-09-05,""2015-10-19"",1,2.85"
"2015-09-23,""2015-10-04"",2,21.61"
"2015-10-09,""2015-10-12"",2,13.62"
"2015-09-29,""2015-10-06"",2,13.32"
"2015-08-24,""2015-09-08"",2,10.46"
"2015-09-21,""2015-09-21"",1,307.25"
"2015-10-07,""2015-11-27"",2,4.21"
"2015-11-22,""2015-11-25"",2,2.8"
"2015-07-12,""2015-09-19"",2,3.83"
"2015-09-07,""2015-11-01"",2,8.69"
"2015-10-23,""2015-10-30"",2,12.9"
"2015-08-22,""2015-11-29"",2,2.77"
"2015-07-01,""2015-07-20"",2,8.34"
"2015-10-31,""2015-12-05"",2,6.31"
"2015-09-02,""2015-10-10"",1,6.05"
"2015-08-11,""2015-09-29"",2,18.05"
"2015-09-26,""2015-09-27"",2,16.21"
"2015-09-04,""2015-11-04"",2,11.57"
"2015-08-19,""2015-11-20"",2,10.77"
"2015-07-04,""2015-09-15"",2,12.28"
"2015-07-31,""2015-08-15"",2,6.84"
"2015-08-28,""2015-08-28"",1,222.51"
"2015-09-04,""2015-10-23"",2,9.08"
"2015-10-21,""2015-11-30"",1,16.23"
"2015-11-08,""2015-11-15"",2,17.33"
"2015-10-16,""2015-10-18"",1,13.88"
"2015-07-18,""2015-11-04"",2,0.15"
"2015-10-04,""2015-10-17"",2,11.47"
"2015-08-24,""2015-10-22"",2,5.29"
"2015-08-19,""2015-09-09"",2,2.86"
"2015-09-16,""2015-09-22"",1,3.71"
"2015-08-08,""2015-11-19"",2,3.65"
"2015-07-23,""2015-08-23"",2,36.85"
"2015-10-10,""2015-10-16"",1,1.76"
"2015-07-12,""2015-11-02"",2,10.02"
"2015-09-24,""2015-10-28"",1,6.43"
"2015-08-16,""2015-08-31"",2,23.82"
"2015-09-13,""2015-09-13"",1,395.49"
"2015-10-24,""2015-11-23"",1,64.46"
"2015-10-15,""2015-10-22"",2,26.6"
"2015-08-14,""2015-11-21"",2,6.37"
"2015-07-26,""2015-08-16"",2,9.07"
"2015-09-26,""2015-10-29"",2,0.24"
"2015-08-30,""2015-10-24"",2,0.13"
"2015-09-27,""2015-11-06"",1,8.24"
"2015-09-18,""2015-09-19"",2,178.31"
"2015-06-23,""2015-07-12"",2,11.87"
"2015-09-07,""2015-11-29"",2,5.11"
"2015-10-23,""2015-11-27"",2,1.12"
"2015-07-23,""2015-12-01"",2,0.68"
"2015-08-19,""2015-08-24"",2,4.2"
"2015-06-26,""2015-06-27"",2,56.69"
"2015-09-23,""2015-11-01"",2,8.24"
"2015-08-27,""2015-10-15"",2,8.32"
"2015-11-05,""2015-11-10"",2,0.86"
"2015-10-12,""2015-10-13"",2,212.27"
"2015-09-18,""2015-10-09"",2,4.11"
"2015-07-23,""2015-08-07"",2,20.1"
"2015-08-20,""2015-08-20"",1,65.63"
"2015-10-12,""2015-10-25"",2,9.3"
"2015-07-04,""2015-07-29"",2,4.1"
"2015-07-15,""2015-10-10"",2,15.07"
"2015-09-02,""2015-11-07"",1,4.22"
"2015-10-01,""2015-10-08"",2,6.08"
"2015-10-07,""2015-10-18"",2,5.62"
"2015-10-26,""2015-11-20"",2,0.17"
"2015-09-05,""2015-11-16"",1,9.83"
"2015-08-24,""2015-10-06"",2,9.42"
"2015-09-21,""2015-10-19"",1,4.68"
"2015-08-30,""2015-10-08"",2,-2.18"
"2015-11-17,""2015-12-01"",1,66.57"
"2015-07-15,""2015-08-03"",2,14.32"
"2015-08-24,""2015-11-23"",2,15.09"
"2015-08-19,""2015-10-11"",2,18.08"
"2015-10-15,""2015-11-23"",2,7.15"
"2015-10-01,""2015-10-04"",2,82.62"
"2015-11-03,""2015-11-04"",2,113.25"
"2015-08-08,""2015-08-27"",2,0.33"
"2015-09-05,""2015-09-09"",1,69.77"
"2015-08-14,""2015-08-29"",2,10.44"
"2015-10-01,""2015-11-21"",2,33.58"
"2015-07-18,""2015-07-27"",2,38.73"
"2015-09-12,""2015-09-25"",2,44.05"
"2015-10-12,""2015-11-14"",2,12.55"
"2015-09-19,""2015-10-17"",1,4.39"
"2015-07-26,""2015-09-17"",2,2.9"
"2015-09-12,""2015-10-03"",2,14.61"
"2015-07-15,""2015-11-27"",2,25.68"
"2015-09-10,""2015-09-15"",2,109.92"
"2015-10-04,""2015-10-25"",2,8.45"
"2015-08-16,""2015-10-02"",2,17.91"
"2015-09-13,""2015-10-15"",1,0.28"
"2015-08-11,""2015-08-20"",2,2.77"
"2015-07-31,""2015-10-30"",2,13.6"
"2015-10-07,""2015-10-26"",2,0.9"
"2015-08-08,""2015-12-05"",2,10.86"
"2015-08-03,""2015-10-23"",2,1.57"
"2015-07-15,""2015-07-18"",2,-6.18"
"2015-08-24,""2015-11-07"",2,6.84"
"2015-09-21,""2015-11-20"",1,17.55"
"2015-08-08,""2015-08-11"",2,25.71"
"2015-09-12,""2015-10-19"",2,7.26"
"2015-10-10,""2015-11-01"",1,8.71"
"2015-09-12,""2015-09-17"",2,120.79"
"2015-07-18,""2015-08-16"",2,0.32"
"2015-11-11,""2015-11-24"",2,-3.41"
"2015-10-05,""2015-10-17"",1,16.4"
"2015-08-22,""2015-09-18"",2,13.61"
"2015-06-21,""2015-10-18"",2,12.26"
"2015-09-27,""2015-11-22"",1,12.59"
"2015-11-12,""2015-11-20"",1,4.09"
"2015-07-18,""2015-07-31"",2,14.84"
"2015-07-26,""2015-09-01"",2,17.63"
"2015-12-03,""2015-12-05"",1,19.73"
"2015-07-15,""2015-11-11"",2,10.53"
"2015-08-16,""2015-11-07"",2,3.6"
"2015-07-31,""2015-12-05"",2,5.87"
"2015-08-27,""2015-08-28"",2,199.57"
"2015-07-01,""2015-07-16"",2,0.46"
"2015-10-09,""2015-11-21"",2,0.8"
"2015-12-02,""2015-12-05"",2,3.47"
"2015-08-11,""2015-09-25"",2,13.3"
"2015-06-21,""2015-08-15"",2,0.3"
"2015-09-18,""2015-11-26"",2,4.58"
"2015-08-14,""2015-09-18"",2,6.93"
"2015-08-19,""2015-10-31"",2,0.97"
"2015-07-15,""2015-08-23"",2,0.51"
"2015-11-25,""2015-12-05"",1,20.63"
"2015-07-07,""2015-11-11"",2,0.48"
"2015-08-03,""2015-08-04"",2,51.63"
"2015-07-04,""2015-07-09"",2,8.46"
"2015-11-03,""2015-11-24"",2,2.16"
"2015-10-20,""2015-11-14"",2,15.92"
"2015-08-08,""2015-09-16"",2,0.47"
"2015-09-08,""2015-09-22"",1,16.19"
"2015-07-26,""2015-10-07"",2,5.83"
"2015-08-11,""2015-09-09"",2,7.85"
"2015-11-27,""2015-12-02"",2,6.14"
"2015-07-12,""2015-08-14"",2,10.57"
"2015-10-02,""2015-10-16"",1,17.02"
"2015-11-28,""2015-11-28"",1,11.29"
"2015-10-01,""2015-10-16"",2,17.47"
"2015-09-02,""2015-09-20"",1,15.67"
"2015-10-31,""2015-11-15"",2,0.57"
"2015-11-03,""2015-11-08"",2,0.38"
"2015-10-16,""2015-11-23"",1,6.06"
"2015-08-14,""2015-09-02"",2,46.12"
"2015-10-28,""2015-11-06"",2,20.69"
"2015-09-10,""2015-10-05"",2,10.39"
"2015-08-08,""2015-08-31"",2,3.38"
"2015-10-05,""2015-10-09"",1,12.26"
"2015-10-23,""2015-11-11"",2,10.55"
"2015-11-20,""2015-11-24"",1,47.14"
"2015-06-23,""2015-06-26"",2,10.15"
"2015-07-18,""2015-08-04"",2,24.34"
"2015-08-03,""2015-09-05"",2,4.48"
"2015-10-21,""2015-10-29"",1,1.34"
"2015-07-18,""2015-10-03"",2,11.17"
"2015-08-11,""2015-10-27"",2,6.91"
"2015-09-07,""2015-09-22"",2,8.75"
"2015-11-16,""2015-12-05"",2,3.3"
"2015-11-22,""2015-12-07"",2,9.14"
"2015-07-12,""2015-10-01"",2,0.35"
"2015-11-14,""2015-11-22"",1,1.18"
"2015-07-15,""2015-09-24"",2,15.89"
"2015-08-30,""2015-09-22"",2,13.96"
"2015-09-27,""2015-10-05"",1,15.71"
"2015-10-26,""2015-11-04"",2,2.34"
"2015-07-31,""2015-08-27"",2,4.09"
"2015-10-18,""2015-10-20"",1,37.5"
"2015-09-21,""2015-10-03"",1,16.11"
"2015-07-23,""2015-11-15"",2,0.79"
"2015-08-08,""2015-10-18"",2,6.08"
"2015-10-04,""2015-11-30"",2,13.46"
"2015-09-29,""2015-10-18"",2,0.21"
"2015-08-16,""2015-11-23"",2,6.8"
"2015-10-20,""2015-10-25"",2,14.54"
"2015-07-12,""2015-09-15"",2,7.93"
"2015-06-21,""2015-11-15"",2,13.03"
"2015-10-23,""2015-10-26"",2,14.16"
"2015-11-16,""2015-11-19"",2,87.16"
"2015-09-12,""2015-10-07"",2,0.23"
"2015-10-01,""2015-11-01"",2,0.42"
"2015-09-10,""2015-11-06"",2,64.45"
"2015-08-27,""2015-09-13"",2,4"
"2015-09-24,""2015-09-26"",1,17.66"
"2015-08-11,""2015-10-11"",2,10.56"
"2015-08-30,""2015-09-06"",2,45.8"
"2015-10-04,""2015-10-09"",2,2.2"
"2015-08-14,""2015-10-04"",2,6.51"
"2015-07-23,""2015-10-30"",2,8.5"
"2015-07-07,""2015-11-27"",2,9.17"
"2015-08-03,""2015-08-20"",2,10.81"
"2015-08-31,""2015-09-02"",1,55.9"
"2015-09-29,""2015-10-02"",2,1.56"
"2015-09-05,""2015-10-15"",1,1.81"
"2015-08-24,""2015-09-04"",2,1.49"
"2015-09-14,""2015-10-12"",1,4.39"
"2015-07-13,""2015-07-22"",2,7.51"
"2015-11-12,""2015-12-07"",2,5.68"
"2015-09-21,""2015-12-07"",2,4.13"
"2015-08-29,""2015-11-09"",1,7.59"
"2015-08-17,""2015-09-29"",2,0.29"
"2015-10-13,""2015-11-11"",2,5.41"
"2015-08-06,""2015-08-15"",2,24.13"
"2015-10-16,""2015-11-20"",2,14.46"
"2015-08-12,""2015-08-17"",2,0.8"
"2015-08-31,""2015-11-22"",2,9.55"
"2015-11-06,""2015-12-05"",2,13.57"
"2015-10-17,""2015-10-31"",1,14.69"
"2015-07-10,""2015-07-13"",2,36.57"
"2015-11-09,""2015-11-28"",2,9.66"
"2015-09-19,""2015-10-10"",2,4.79"
"2015-08-04,""2015-10-20"",2,13.55"
"2015-10-10,""2015-11-02"",2,98.44"
"2015-07-05,""2015-08-03"",2,15.48"
"2015-09-20,""2015-10-14"",1,9.6"
"2015-07-13,""2015-11-15"",2,0.15"
"2015-09-21,""2015-11-21"",2,8.53"
"2015-10-19,""2015-12-04"",1,8.96"
"2015-10-14,""2015-10-22"",1,6.38"
"2015-07-16,""2015-11-08"",2,0.29"
"2015-09-14,""2015-09-26"",1,22.82"
"2015-11-12,""2015-11-21"",2,19.18"
"2015-07-10,""2015-11-06"",2,10.98"
"2015-08-25,""2015-11-04"",2,0.61"
"2015-09-24,""2015-10-13"",2,19.84"
"2015-08-31,""2015-11-06"",2,9.24"
"2015-11-06,""2015-11-19"",2,17.51"
"2015-11-13,""2015-11-17"",1,76.33"
"2015-09-11,""2015-09-17"",1,40.28"
"2015-11-09,""2015-11-12"",2,0.58"
"2015-10-03,""2015-12-04"",1,17.16"
"2015-09-24,""2015-11-14"",2,2.83"
"2015-08-20,""2015-09-06"",2,5.91"
"2015-09-27,""2015-10-06"",2,22.94"
"2015-09-20,""2015-09-28"",1,7.75"
"2015-09-27,""2015-11-23"",2,25.37"
"2015-10-25,""2015-12-06"",1,9.76"
"2015-08-23,""2015-09-15"",2,3.72"
"2015-08-21,""2015-09-02"",1,11.63"
"2015-07-13,""2015-10-30"",2,25.12"
"2015-10-18,""2015-12-04"",2,13.96"
"2015-07-24,""2015-08-20"",2,15.69"
"2015-08-23,""2015-11-02"",2,4.15"
"2015-09-20,""2015-11-15"",1,1.85"
"2015-09-08,""2015-10-05"",2,0.59"
"2015-09-02,""2015-09-05"",2,46.12"
"2015-08-12,""2015-09-18"",2,11.17"
"2015-09-02,""2015-10-03"",2,29.95"
"2015-08-01,""2015-11-28"",2,13.47"
"2015-07-08,""2015-07-11"",2,7.83"
"2015-12-03,""2015-12-06"",2,12"
"2015-07-16,""2015-08-16"",2,13.33"
"2015-10-03,""2015-10-09"",1,0.99"
"2015-08-04,""2015-11-21"",2,7.68"
"2015-09-01,""2015-12-04"",1,2.1"
"2015-10-10,""2015-12-04"",2,3.66"
"2015-09-06,""2015-09-30"",1,14.35"
"2015-10-16,""2015-12-06"",2,12.08"
"2015-07-05,""2015-10-26"",2,6.38"
"2015-12-01,""2015-12-04"",2,57.53"
"2015-11-04,""2015-11-17"",2,0.49"
"2015-11-14,""2015-12-01"",2,6.08"
"2015-09-06,""2015-09-22"",1,94.67"
"2015-11-25,""2015-12-02"",2,25.28"
"2015-07-22,""2015-09-24"",1,0.42"
"2015-07-10,""2015-08-14"",2,4.84"
"2015-07-02,""2015-10-17"",2,7.47"
"2015-10-08,""2015-10-15"",2,127.66"
"2015-09-02,""2015-09-17"",2,33.96"
"2015-09-30,""2015-09-30"",1,573.95"
"2015-10-29,""2015-10-30"",2,144.1"
"2015-10-13,""2015-11-27"",2,13.19"
"2015-11-01,""2015-11-08"",2,29.19"
"2015-08-01,""2015-11-12"",2,9.82"
"2015-08-17,""2015-10-15"",2,11.84"
"2015-10-02,""2015-10-13"",2,7.09"
"2015-08-20,""2015-10-08"",2,16.83"
"2015-09-02,""2015-10-07"",2,40.4"
"2015-10-05,""2015-10-06"",2,11.33"
"2015-09-13,""2015-12-03"",2,10.68"
"2015-10-18,""2015-11-18"",2,6.01"
"2015-09-05,""2015-09-10"",2,24.16"
"2015-09-02,""2015-09-13"",2,1.31"
"2015-08-09,""2015-08-24"",2,23.16"
"2015-09-06,""2015-09-06"",1,356.52"
"2015-06-24,""2015-08-26"",2,0.27"
"2015-09-19,""2015-11-03"",2,0.75"
"2015-09-19,""2015-10-26"",2,2.37"
"2015-08-04,""2015-09-02"",2,5.09"
"2015-09-24,""2015-11-02"",2,10.55"
"2015-09-08,""2015-09-27"",2,0.43"
"2015-11-20,""2015-11-25"",2,1.5"
"2015-08-04,""2015-09-10"",2,3.02"
"2015-07-16,""2015-09-21"",2,12.2"
"2015-08-31,""2015-09-19"",2,0.78"
"2015-11-14,""2015-11-23"",2,3.34"
"2015-09-24,""2015-10-01"",2,14.57"
"2015-09-08,""2015-11-10"",2,0.6"
"2015-10-06,""2015-11-23"",1,8.48"
"2015-08-25,""2015-09-17"",2,14.48"
"2015-09-22,""2015-09-30"",1,150.63"
"2015-07-22,""2015-10-30"",1,11.1"
"2015-10-02,""2015-10-09"",2,27.31"
"2015-10-18,""2015-10-21"",2,118.73"
"2015-08-17,""2015-11-20"",2,0.42"
"2015-08-12,""2015-10-08"",2,1.23"
"2015-09-05,""2015-11-05"",2,7.63"
"2015-07-13,""2015-09-12"",2,0.3"
"2015-09-02,""2015-10-15"",2,26.39"
"2015-08-06,""2015-10-06"",2,0.47"
"2015-09-03,""2015-10-19"",1,7.29"
"2015-08-01,""2015-08-24"",2,12.97"
"2015-10-18,""2015-11-26"",2,0.8"
"2015-09-13,""2015-09-26"",2,19.28"
"2015-09-13,""2015-11-13"",2,10.84"
"2015-07-10,""2015-09-03"",2,4.01"
"2015-08-25,""2015-09-01"",2,26.25"
"2015-11-04,""2015-12-07"",2,33.18"
"2015-08-31,""2015-09-03"",2,34.22"
"2015-10-05,""2015-11-11"",2,13.18"
"2015-10-29,""2015-12-05"",2,8.67"
"2015-10-21,""2015-11-19"",2,0.4"
"2015-08-23,""2015-11-22"",2,4.88"
"2015-09-06,""2015-10-12"",1,2.43"
"2015-08-04,""2015-08-17"",2,8.04"
"2015-10-02,""2015-11-02"",2,5.78"
"2015-09-21,""2015-11-05"",2,23.28"
"2015-07-13,""2015-08-27"",2,10.51"
"2015-09-21,""2015-12-03"",2,13.24"
"2015-08-01,""2015-08-08"",2,120.44"
"2015-09-02,""2015-10-23"",2,0.66"
"2015-07-16,""2015-09-05"",2,0.52"
"2015-07-02,""2015-07-13"",2,16.08"
"2015-11-01,""2015-11-28"",2,1.15"
"2015-08-06,""2015-09-20"",2,8.17"
"2015-09-03,""2015-10-03"",1,66.5"
"2015-07-16,""2015-10-23"",2,7.74"
"2015-10-21,""2015-11-15"",2,0.42"
"2015-08-31,""2015-10-21"",2,0.53"
"2015-10-19,""2015-10-21"",1,35.7"
"2015-08-06,""2015-11-07"",2,6.95"
"2015-08-01,""2015-09-25"",2,31.63"
"2015-08-17,""2015-08-28"",2,17.65"
"2015-08-25,""2015-10-19"",2,10.34"
"2015-09-25,""2015-10-09"",1,7.73"
"2015-09-17,""2015-09-19"",1,9.65"
"2015-09-21,""2015-09-26"",2,28.68"
"2015-10-16,""2015-10-19"",2,0.5"
"2015-08-04,""2015-08-25"",2,6.75"
"2015-07-13,""2015-10-14"",2,0.42"
"2015-10-08,""2015-11-20"",2,0.46"
"2015-09-27,""2015-11-07"",2,0.09"
"2015-10-25,""2015-11-20"",1,1.15"
"2015-08-23,""2015-08-30"",2,48.69"
"2015-07-08,""2015-09-01"",2,4.76"
"2015-11-15,""2015-12-05"",1,25.62"
"2015-07-24,""2015-08-04"",2,6.67"
"2015-08-12,""2015-11-09"",2,4.85"
"2015-08-31,""2015-10-05"",2,2.74"
"2015-11-18,""2015-11-28"",1,13.17"
"2015-07-27,""2015-07-28"",2,47.89"
"2015-10-03,""2015-10-13"",1,1.09"
"2015-08-01,""2015-09-09"",2,42.42"
"2015-10-19,""2015-11-02"",1,19.32"
"2015-09-06,""2015-09-26"",1,24.6"
"2015-06-30,""2015-07-11"",2,10.1"
"2015-08-09,""2015-10-31"",2,11.98"
"2015-09-06,""2015-11-13"",1,9.92"
"2015-08-04,""2015-09-18"",2,7.58"
"2015-08-20,""2015-08-21"",2,72.47"
"2015-07-05,""2015-08-23"",2,1.47"
"2015-09-24,""2015-10-21"",2,15.82"
"2015-09-02,""2015-11-08"",2,32.84"
"2015-09-16,""2015-09-19"",2,1.1"
"2015-10-18,""2015-11-06"",2,15.85"
"2015-11-15,""2015-11-19"",1,0.39"
"2015-10-24,""2015-11-08"",2,4.01"
"2015-11-21,""2015-11-21"",1,363.54"
"2015-07-02,""2015-08-14"",2,8.47"
"2015-08-06,""2015-10-22"",2,7.8"
"2015-09-09,""2015-11-06"",1,1.04"
"2015-11-17,""2015-12-02"",2,41.65"
"2015-10-10,""2015-10-17"",2,37.49"
"2015-07-10,""2015-11-18"",2,0.74"
"2015-08-06,""2015-08-11"",2,23.54"
"2015-09-24,""2015-11-26"",2,0.34"
"2015-07-16,""2015-11-20"",2,2.81"
"2015-08-12,""2015-08-13"",2,166.5"
"2015-09-28,""2015-12-01"",1,12.65"
"2015-09-19,""2015-10-30"",2,9.7"
"2015-08-20,""2015-10-04"",2,0.52"
"2015-09-21,""2015-11-25"",2,0.71"
"2015-07-16,""2015-07-27"",2,18.21"
"2015-08-23,""2015-09-27"",2,19.78"
"2015-07-24,""2015-09-01"",2,5.51"
"2015-10-11,""2015-10-25"",1,17.95"
"2015-08-17,""2015-09-25"",2,23.28"
"2015-07-13,""2015-07-18"",2,53.24"
"2015-08-01,""2015-10-23"",2,43.68"
"2015-11-12,""2015-12-03"",2,6.04"
"2015-09-05,""2015-10-24"",2,8.28"
"2015-09-25,""2015-10-25"",1,46.23"
"2015-09-22,""2015-11-13"",1,15.05"
"2015-09-28,""2015-11-15"",1,6.85"
"2015-10-16,""2015-10-31"",2,7.86"
"2015-11-13,""2015-11-13"",1,672.64"
"2015-11-09,""2015-11-24"",2,12.05"
"2015-12-07,""2015-12-07"",1,71.77"
"2015-10-10,""2015-10-29"",2,5.93"
"2015-08-09,""2015-11-28"",2,12.03"
"2015-07-05,""2015-07-22"",2,1.24"
"2015-09-21,""2015-10-28"",2,0.43"
"2015-08-04,""2015-10-16"",2,23.74"
"2015-08-23,""2015-09-11"",2,0.56"
"2015-09-20,""2015-09-24"",1,64.44"
"2015-08-12,""2015-11-21"",2,9.13"
"2015-09-27,""2015-11-19"",2,4.46"
"2015-07-24,""2015-08-16"",2,17.45"
"2015-09-02,""2015-12-06"",2,0.04"
"2015-08-28,""2015-10-24"",2,0.25"
"2015-09-25,""2015-11-06"",1,3.43"
"2015-10-08,""2015-11-12"",2,23.96"
"2015-09-21,""2015-11-17"",2,51.84"
"2015-09-06,""2015-09-18"",1,10.46"
"2015-07-27,""2015-08-25"",2,4.76"
"2015-10-14,""2015-10-18"",1,-0.22"
"2015-11-12,""2015-11-17"",2,9.24"
"2015-07-02,""2015-09-11"",2,7.99"
"2015-08-17,""2015-09-09"",2,24.38"
"2015-09-14,""2015-09-22"",1,13.35"
"2015-08-06,""2015-11-19"",2,9.03"
"2015-09-03,""2015-12-02"",1,31.34"
"2015-10-11,""2015-10-13"",1,103.1"
"2015-08-12,""2015-09-14"",2,15.78"
"2015-08-17,""2015-10-27"",2,7.05"
"2015-09-14,""2015-11-09"",1,10.54"
"2015-09-02,""2015-09-29"",2,2.99"
"2015-11-23,""2015-12-01"",1,44.73"
"2015-10-02,""2015-10-21"",2,8.02"
"2015-08-20,""2015-11-05"",2,10.85"
"2015-07-16,""2015-08-28"",2,6.69"
"2015-09-24,""2015-11-30"",2,6.91"
"2015-07-02,""2015-07-05"",2,7.52"
"2015-10-27,""2015-10-29"",1,19.9"
"2015-09-27,""2015-10-22"",2,5.63"
"2015-11-04,""2015-11-13"",2,7.72"
"2015-07-24,""2015-10-03"",2,0.44"
"2015-09-19,""2015-11-15"",2,5.1"
"2015-11-25,""2015-11-28"",2,8.58"
"2015-07-10,""2015-08-10"",2,27.96"
"2015-09-24,""2015-11-06"",2,11.67"
"2015-11-28,""2015-12-07"",2,7.2"
"2015-09-27,""2015-10-26"",2,30.53"
"2015-08-31,""2015-12-04"",2,8.44"
"2015-10-16,""2015-12-02"",2,0.28"
"2015-11-01,""2015-11-04"",2,16.5"
"2015-09-09,""2015-09-11"",1,88.25"
"2015-09-16,""2015-11-06"",2,11.71"
"2015-08-12,""2015-08-29"",2,0.7"
"2015-10-10,""2015-11-30"",2,4.58"
"2015-07-16,""2015-08-12"",2,60.41"
"2015-08-04,""2015-11-17"",2,5.66"
"2015-08-06,""2015-08-27"",2,8.16"
"2015-10-03,""2015-10-05"",1,134.16"
"2015-09-13,""2015-10-28"",2,0.29"
"2015-07-13,""2015-11-27"",2,0.25"
"2015-08-09,""2015-08-20"",2,3.67"
"2015-06-19,""2015-07-10"",2,15.03"
"2015-09-08,""2015-09-19"",2,59.88"
"2015-07-22,""2015-09-04"",1,9.26"
"2015-10-13,""2015-10-30"",2,0.3"
"2015-09-24,""2015-09-27"",2,4.47"
"2015-10-08,""2015-10-11"",2,1.47"
"2015-09-21,""2015-10-20"",2,30.08"
"2015-07-13,""2015-08-03"",2,0.65"
"2015-08-23,""2015-10-13"",2,0.3"
"2015-09-20,""2015-10-26"",1,4.12"
"2015-09-08,""2015-09-15"",2,17.55"
"2015-11-14,""2015-11-19"",2,15.52"
"2015-09-01,""2015-09-11"",1,1.41"
"2015-09-08,""2015-11-06"",2,11.46"
"2015-08-25,""2015-09-13"",2,9.23"
"2015-09-22,""2015-09-26"",1,2.11"
"2015-09-05,""2015-09-26"",2,16.67"
"2015-08-09,""2015-10-11"",2,11.76"
"2015-07-13,""2015-09-24"",2,7.51"
"2015-10-18,""2015-11-02"",2,53.16"
"2015-11-15,""2015-11-15"",1,980.92"
"2015-08-17,""2015-12-02"",2,17.19"
"2015-09-21,""2015-10-04"",2,22.35"
"2015-08-23,""2015-12-04"",2,4.51"
"2015-08-06,""2015-10-02"",2,25.37"
"2015-08-01,""2015-08-20"",2,6.7"
"2015-10-10,""2015-11-14"",2,11.66"
"2015-09-21,""2015-11-13"",2,10.92"
"2015-09-27,""2015-10-02"",2,8.35"
"2015-10-05,""2015-11-23"",2,29.67"
"2015-11-20,""2015-11-21"",2,191.98"
"2015-07-10,""2015-09-15"",2,8.85"
"2015-09-05,""2015-10-28"",2,4.85"
"2015-10-03,""2015-11-10"",1,9.48"
"2015-08-31,""2015-09-15"",2,25.46"
"2015-09-28,""2015-09-28"",1,57.85"
"2015-10-29,""2015-12-01"",2,9.74"
"2015-08-04,""2015-08-13"",2,12.75"
"2015-09-06,""2015-10-20"",1,5.98"
"2015-08-28,""2015-09-06"",2,22.66"
"2015-08-17,""2015-11-16"",2,13.8"
"2015-08-12,""2015-10-04"",2,16.08"
"2015-10-08,""2015-11-16"",2,2.23"
"2015-09-02,""2015-10-19"",2,15.11"
"2015-10-13,""2015-11-07"",2,0.24"
"2015-08-01,""2015-08-04"",2,326.64"
"2015-09-16,""2015-09-23"",2,53.93"
"2015-11-23,""2015-12-05"",1,12.13"
"2015-07-02,""2015-07-09"",2,1.37"
"2015-11-01,""2015-11-24"",2,6.17"
"2015-10-08,""2015-10-23"",2,0.28"
"2015-09-03,""2015-09-29"",1,9.62"
"2015-09-19,""2015-12-05"",2,5.38"
"2015-08-25,""2015-08-28"",2,42.92"
"2015-11-04,""2015-12-03"",2,6.75"
"2015-10-22,""2015-10-22"",1,540.13"
"2015-11-02,""2015-11-20"",1,13.37"
"2015-06-30,""2015-07-23"",2,0.71"
"2015-10-10,""2015-10-13"",2,10.3"
"2015-09-06,""2015-11-25"",1,3.18"
"2015-07-22,""2015-11-27"",1,6.35"
"2015-07-13,""2015-09-28"",2,0.4"
"2015-10-24,""2015-12-06"",2,9.45"
"2015-09-24,""2015-11-10"",2,0.45"
"2015-10-22,""2015-11-23"",1,44.2"
"2015-09-19,""2015-09-28"",2,64.12"
"2015-09-13,""2015-09-22"",2,27.11"
"2015-07-08,""2015-08-08"",2,0.3"
"2015-06-27,""2015-11-11"",2,0.3"
"2015-08-28,""2015-10-08"",2,10.95"
"2015-11-15,""2015-12-01"",1,13.56"
"2015-08-23,""2015-08-26"",2,8.4"
"2015-06-30,""2015-11-16"",2,0.14"
"2015-07-16,""2015-10-19"",2,55.33"
"2015-09-28,""2015-10-30"",1,9.14"
"2015-08-17,""2015-08-24"",2,44.5"
"2015-08-06,""2015-11-03"",2,0.07"
"2015-09-03,""2015-11-16"",1,12.36"
"2015-08-01,""2015-09-21"",2,9.34"
"2015-10-19,""2015-11-14"",1,3.99"
"2015-06-27,""2015-07-14"",2,15.68"
"2015-11-14,""2015-12-05"",2,22.99"
"2015-07-21,""2015-07-22"",2,5.45"
"2015-11-20,""2015-12-07"",2,10.83"
"2015-07-10,""2015-10-01"",2,4.52"
"2015-08-25,""2015-09-29"",2,4.13"
"2015-09-22,""2015-10-12"",1,2.75"
"2015-08-26,""2015-09-25"",1,10.13"
"2015-07-24,""2015-07-31"",2,76.5"
"2015-09-02,""2015-11-20"",2,15.14"
"2015-09-08,""2015-11-22"",2,0.52"
"2015-10-24,""2015-11-20"",2,27.73"
"2015-08-06,""2015-10-18"",2,0.48"
"2015-10-10,""2015-11-26"",2,5.13"
"2015-08-06,""2015-08-31"",2,0.67"
"2015-10-21,""2015-11-11"",2,5.91"
"2015-11-18,""2015-11-24"",1,43.04"
"2015-09-19,""2015-10-14"",2,0.45"
"2015-08-01,""2015-09-05"",2,70.35"
"2015-10-19,""2015-10-29"",1,0.55"
"2015-07-16,""2015-10-03"",2,2.29"
