"registration_day,""payment_day"",""source_id"",""sum_net"""
"2015-07-15,""2015-09-30"",2,31.81"
"2015-11-17,""2015-11-21"",1,8.36"
"2015-08-03,""2015-09-11"",2,6.09"
"2015-10-21,""2015-11-04"",1,12.07"
"2015-07-23,""2015-11-21"",2,20.04"
"2015-10-05,""2015-12-02"",1,5.03"
"2015-08-24,""2015-09-26"",2,25.86"
"2015-09-21,""2015-10-09"",1,40.99"
"2015-10-04,""2015-11-12"",2,14.32"
"2015-08-08,""2015-10-24"",2,4.22"
"2015-09-05,""2015-11-06"",1,8.19"
"2015-08-27,""2015-09-19"",2,6.84"
"2015-09-24,""2015-10-02"",1,8.06"
"2015-08-16,""2015-11-29"",2,7.97"
"2015-09-23,""2015-09-24"",2,243.09"
"2015-09-23,""2015-11-03"",2,0.23"
"2015-11-22,""2015-11-27"",2,1.33"
"2015-10-26,""2015-11-10"",2,0.35"
"2015-09-02,""2015-10-28"",1,16.66"
"2015-07-31,""2015-09-02"",2,43.94"
"2015-10-18,""2015-10-26"",1,11.33"
"2015-11-16,""2015-11-25"",2,82.39"
"2015-10-24,""2015-10-28"",1,8.78"
"2015-09-10,""2015-11-12"",2,0.13"
"2015-09-29,""2015-10-08"",2,20.74"
"2015-08-24,""2015-09-10"",2,12.35"
"2015-09-21,""2015-09-23"",1,65.05"
"2015-08-30,""2015-09-12"",2,5.42"
"2015-08-14,""2015-10-10"",2,11.88"
"2015-09-07,""2015-11-03"",2,17.05"
"2015-10-23,""2015-11-01"",2,18.24"
"2015-07-18,""2015-08-22"",2,10.61"
"2015-08-31,""2015-09-08"",1,18.13"
"2015-07-23,""2015-11-05"",2,0.4"
"2015-08-11,""2015-10-01"",2,13.71"
"2015-09-23,""2015-10-26"",2,23.41"
"2015-06-26,""2015-10-03"",2,4.98"
"2015-08-27,""2015-09-03"",2,52.88"
"2015-08-16,""2015-11-13"",2,11.25"
"2015-07-31,""2015-08-17"",2,11.11"
"2015-09-16,""2015-12-05"",1,8.67"
"2015-07-15,""2015-09-14"",2,0.04"
"2015-07-01,""2015-07-22"",2,0.99"
"2015-10-31,""2015-12-07"",2,0.32"
"2015-10-08,""2015-11-09"",1,4.68"
"2015-09-26,""2015-11-20"",2,10.36"
"2015-08-22,""2015-09-12"",2,7.24"
"2015-09-24,""2015-11-07"",1,22.12"
"2015-07-23,""2015-08-17"",2,16.84"
"2015-08-11,""2015-11-22"",2,11.45"
"2015-10-13,""2015-10-19"",1,2.93"
"2015-07-26,""2015-08-26"",2,8.37"
"2015-07-04,""2015-09-01"",2,16.97"
"2015-11-11,""2015-11-18"",2,60.21"
"2015-08-16,""2015-09-10"",2,24.36"
"2015-09-16,""2015-09-16"",1,215.27"
"2015-08-03,""2015-10-01"",2,2.54"
"2015-11-24,""2015-11-25"",2,155.2"
"2015-08-19,""2015-09-03"",2,0.39"
"2015-10-15,""2015-10-16"",2,108.08"
"2015-08-24,""2015-10-16"",2,33.84"
"2015-09-23,""2015-10-30"",2,13.09"
"2015-09-15,""2015-10-30"",2,5.58"
"2015-10-10,""2015-10-10"",1,338.97"
"2015-09-12,""2015-11-02"",2,17.09"
"2015-11-08,""2015-11-09"",2,129.71"
"2015-07-01,""2015-08-27"",2,13.25"
"2015-10-26,""2015-11-30"",2,11.26"
"2015-09-19,""2015-10-15"",1,6.9"
"2015-10-04,""2015-11-24"",2,3.66"
"2015-08-11,""2015-11-06"",2,6.55"
"2015-09-08,""2015-11-19"",1,3.01"
"2015-08-22,""2015-08-27"",2,5.58"
"2015-10-20,""2015-11-28"",2,6.16"
"2015-09-27,""2015-10-31"",1,14.16"
"2015-07-26,""2015-08-10"",2,9.46"
"2015-07-31,""2015-09-22"",2,10.21"
"2015-08-16,""2015-08-25"",2,65.89"
"2015-08-23,""2015-08-23"",1,297.5"
"2015-07-15,""2015-10-20"",2,-0.33"
"2015-09-13,""2015-10-25"",1,8.76"
"2015-08-03,""2015-09-15"",2,11.23"
"2015-06-29,""2015-07-08"",2,6.69"
"2015-08-08,""2015-10-28"",2,0.39"
"2015-09-05,""2015-11-10"",1,2.83"
"2015-07-12,""2015-10-11"",2,9.4"
"2015-09-15,""2015-11-11"",2,0.26"
"2015-08-27,""2015-10-09"",2,0.54"
"2015-11-14,""2015-12-02"",1,9.32"
"2015-07-23,""2015-08-01"",2,31.37"
"2015-10-23,""2015-11-21"",2,7.18"
"2015-11-20,""2015-12-04"",1,24.5"
"2015-07-07,""2015-10-16"",2,2.38"
"2015-07-23,""2015-09-18"",2,12.61"
"2015-09-07,""2015-09-16"",2,14.9"
"2015-10-12,""2015-11-16"",2,30.28"
"2015-07-04,""2015-10-27"",2,1.11"
"2015-07-12,""2015-08-04"",2,-4.03"
"2015-08-16,""2015-10-12"",2,19.04"
"2015-10-12,""2015-11-24"",2,2.82"
"2015-10-15,""2015-11-17"",2,5.54"
"2015-09-21,""2015-11-30"",1,9.26"
"2015-07-26,""2015-09-11"",2,0.54"
"2015-07-15,""2015-07-28"",2,56.23"
"2015-08-03,""2015-11-02"",2,8.01"
"2015-07-18,""2015-07-21"",2,57.86"
"2015-10-12,""2015-11-08"",2,0.59"
"2015-08-27,""2015-11-10"",2,0.64"
"2015-09-24,""2015-11-23"",1,14.96"
"2015-09-12,""2015-10-13"",2,14.15"
"2015-08-16,""2015-09-26"",2,12.28"
"2015-07-15,""2015-11-21"",2,23.62"
"2015-08-11,""2015-08-14"",2,54.78"
"2015-07-12,""2015-07-19"",2,106.15"
"2015-11-11,""2015-12-04"",2,0.43"
"2015-11-24,""2015-12-07"",2,13.2"
"2015-09-12,""2015-09-19"",2,219.52"
"2015-11-08,""2015-11-25"",2,0.38"
"2015-08-03,""2015-10-17"",2,7.9"
"2015-09-18,""2015-10-15"",2,0.67"
"2015-10-09,""2015-10-30"",2,9.36"
"2015-07-18,""2015-11-14"",2,9.43"
"2015-10-30,""2015-12-07"",2,10.01"
"2015-10-25,""2015-10-25"",2,164.97"
"2015-09-11,""2015-10-01"",2,6.03"
"2015-09-30,""2015-11-11"",2,2.3"
"2015-09-07,""2015-10-14"",1,0.36"
"2015-08-05,""2015-08-19"",2,12.29"
"2015-11-15,""2015-12-07"",2,16.18"
"2015-08-29,""2015-09-12"",2,12.66"
"2015-08-13,""2015-10-10"",2,6.83"
"2015-08-27,""2015-08-30"",1,114.56"
"2015-10-11,""2015-10-15"",2,26.92"
"2015-09-06,""2015-10-18"",2,7.93"
"2015-07-06,""2015-11-17"",2,3.14"
"2015-10-03,""2015-10-19"",2,78.98"
"2015-09-03,""2015-09-03"",2,523.91"
"2015-06-22,""2015-09-24"",2,0.73"
"2015-10-22,""2015-11-17"",2,9.41"
"2015-08-26,""2015-09-03"",2,21.02"
"2015-09-12,""2015-11-26"",1,7.47"
"2015-09-01,""2015-09-05"",2,16.36"
"2015-09-11,""2015-09-11"",2,285.04"
"2015-10-06,""2015-11-13"",2,7.53"
"2015-09-17,""2015-10-03"",2,11.7"
"2015-10-04,""2015-10-15"",1,12.71"
"2015-07-19,""2015-10-11"",2,1.73"
"2015-09-14,""2015-11-23"",2,7.48"
"2015-10-12,""2015-12-06"",1,9.65"
"2015-10-30,""2015-11-21"",2,20.28"
"2015-10-03,""2015-10-03"",2,454.86"
"2015-08-05,""2015-08-27"",2,15.72"
"2015-10-03,""2015-11-04"",2,8.8"
"2015-10-22,""2015-12-03"",2,4.77"
"2015-09-17,""2015-12-02"",2,3.57"
"2015-10-03,""2015-10-27"",2,15.9"
"2015-09-03,""2015-10-09"",2,11.65"
"2015-10-01,""2015-10-22"",1,14.11"
"2015-07-09,""2015-07-17"",2,10.42"
"2015-08-18,""2015-11-06"",2,10.82"
"2015-09-06,""2015-10-02"",2,8.48"
"2015-11-24,""2015-11-25"",1,62.23"
"2015-09-22,""2015-10-06"",2,9.02"
"2015-07-06,""2015-07-08"",2,8.12"
"2015-10-03,""2015-10-11"",2,19.81"
"2015-08-10,""2015-09-15"",2,0.14"
"2015-09-07,""2015-09-28"",1,11.78"
"2015-10-06,""2015-10-28"",2,23.62"
"2015-11-03,""2015-11-10"",1,0.44"
"2015-09-09,""2015-10-23"",2,4.53"
"2015-07-11,""2015-08-20"",2,17.71"
"2015-09-20,""2015-11-25"",2,0.48"
"2015-08-10,""2015-11-02"",2,8.25"
"2015-08-05,""2015-09-20"",2,2.4"
"2015-08-21,""2015-08-23"",2,81.51"
"2015-07-11,""2015-10-07"",2,0.54"
"2015-09-14,""2015-11-15"",2,11.28"
"2015-07-06,""2015-08-25"",2,0.68"
"2015-07-22,""2015-07-28"",2,11.38"
"2015-07-19,""2015-11-28"",2,10.15"
"2015-08-15,""2015-08-21"",2,3.01"
"2015-06-25,""2015-07-11"",2,6.93"
"2015-07-14,""2015-10-16"",2,12.84"
"2015-10-14,""2015-10-24"",2,5.94"
"2015-09-14,""2015-12-01"",2,24.59"
"2015-10-25,""2015-11-26"",2,7.77"
"2015-07-03,""2015-08-16"",2,10.07"
"2015-09-26,""2015-10-07"",1,120.41"
"2015-07-19,""2015-07-19"",2,1656.88"
"2015-09-06,""2015-09-20"",2,49.91"
"2015-11-18,""2015-12-04"",2,16.28"
"2015-10-26,""2015-11-06"",1,6.92"
"2015-09-01,""2015-10-07"",2,9.78"
"2015-11-19,""2015-11-30"",1,10.22"
"2015-10-06,""2015-10-20"",2,23.18"
"2015-09-22,""2015-10-22"",2,53.06"
"2015-08-05,""2015-09-04"",2,25.32"
"2015-10-23,""2015-10-28"",1,22.61"
"2015-07-25,""2015-11-14"",2,-1.43"
"2015-07-06,""2015-07-16"",2,79.53"
"2015-09-09,""2015-11-12"",2,7.58"
"2015-10-07,""2015-11-25"",1,7.47"
"2015-08-26,""2015-09-19"",2,10.69"
"2015-08-15,""2015-11-29"",2,11.79"
"2015-08-10,""2015-10-17"",2,7.4"
"2015-09-07,""2015-10-30"",1,7.4"
"2015-07-14,""2015-09-30"",2,1.07"
"2015-08-29,""2015-09-28"",2,14.82"
"2015-11-16,""2015-11-21"",1,9.03"
"2015-10-25,""2015-11-10"",2,14.53"
"2015-11-22,""2015-11-23"",1,99.79"
"2015-09-09,""2015-09-21"",2,0.82"
"2015-12-02,""2015-12-03"",1,106.36"
"2015-08-02,""2015-08-26"",2,0.55"
"2015-09-14,""2015-11-27"",2,13.51"
"2015-11-18,""2015-11-18"",2,381.4"
"2015-11-21,""2015-11-27"",2,4.87"
"2015-09-06,""2015-11-03"",2,14.51"
"2015-09-01,""2015-09-21"",2,3.05"
"2015-09-29,""2015-10-04"",1,0.05"
"2015-08-21,""2015-12-01"",2,6.56"
"2015-08-30,""2015-10-30"",1,7"
"2015-09-17,""2015-09-29"",2,14.28"
"2015-11-05,""2015-11-12"",1,9.84"
"2015-07-17,""2015-11-14"",2,9.28"
"2015-09-06,""2015-09-28"",2,0.34"
"2015-09-22,""2015-11-27"",2,12.06"
"2015-07-19,""2015-08-24"",2,3.38"
"2015-11-13,""2015-11-27"",2,60.54"
"2015-10-17,""2015-11-10"",2,8.42"
"2015-09-23,""2015-11-23"",1,20.51"
"2015-09-17,""2015-10-15"",2,143.71"
"2015-10-15,""2015-10-28"",1,17.64"
"2015-09-01,""2015-11-12"",2,5.51"
"2015-11-10,""2015-11-18"",2,56.68"
"2015-08-15,""2015-09-10"",2,7.36"
"2015-10-03,""2015-11-16"",2,13.56"
"2015-10-11,""2015-10-23"",2,22.83"
"2015-09-18,""2015-09-25"",1,1.63"
"2015-08-05,""2015-10-10"",2,23.61"
"2015-09-30,""2015-11-19"",2,10.84"
"2015-11-11,""2015-11-14"",1,58.58"
"2015-07-14,""2015-11-05"",2,14.36"
"2015-09-09,""2015-09-13"",2,15.69"
"2015-10-12,""2015-10-19"",1,6.41"
"2015-11-07,""2015-11-09"",2,6.65"
"2015-10-20,""2015-11-24"",1,13.72"
"2015-09-15,""2015-09-16"",1,22.51"
"2015-07-22,""2015-08-17"",2,6.57"
"2015-08-19,""2015-08-30"",1,4.56"
"2015-09-20,""2015-10-04"",2,21.49"
"2015-08-26,""2015-10-25"",2,0.27"
"2015-08-24,""2015-10-12"",1,1.47"
"2015-09-01,""2015-10-27"",2,0.17"
"2015-10-17,""2015-10-25"",2,4.46"
"2015-08-15,""2015-08-25"",2,35.8"
"2015-10-25,""2015-11-30"",2,38.04"
"2015-06-25,""2015-07-15"",2,7.91"
"2015-08-05,""2015-09-24"",2,0.21"
"2015-09-20,""2015-09-22"",2,40.09"
"2015-10-14,""2015-10-16"",2,20.29"
"2015-07-19,""2015-08-08"",2,0.31"
"2015-09-14,""2015-09-20"",2,13.02"
"2015-08-22,""2015-08-23"",1,1.93"
"2015-09-09,""2015-09-25"",2,6.14"
"2015-09-10,""2015-11-28"",1,-0.8"
"2015-08-29,""2015-10-18"",2,0.42"
"2015-11-29,""2015-12-01"",2,47.12"
"2015-09-23,""2015-12-01"",1,51.63"
"2015-10-09,""2015-10-14"",1,8.17"
"2015-07-14,""2015-08-13"",2,38.33"
"2015-10-01,""2015-10-06"",1,6.79"
"2015-10-30,""2015-11-05"",2,20.13"
"2015-10-07,""2015-10-08"",1,292.9"
"2015-08-29,""2015-12-05"",2,10.17"
"2015-10-14,""2015-12-03"",2,4.42"
"2015-09-17,""2015-11-16"",2,0.21"
"2015-10-15,""2015-11-29"",1,3.64"
"2015-11-02,""2015-11-14"",2,32.25"
"2015-08-18,""2015-10-21"",2,103.18"
"2015-08-13,""2015-09-08"",2,9.93"
"2015-09-03,""2015-09-23"",2,5.96"
"2015-10-11,""2015-11-24"",2,18.33"
"2015-10-06,""2015-10-12"",2,18.15"
"2015-10-07,""2015-10-24"",1,2.29"
"2015-07-17,""2015-08-06"",2,29.54"
"2015-08-26,""2015-11-26"",2,10.4"
"2015-08-10,""2015-08-30"",2,6.6"
"2015-09-14,""2015-11-07"",2,2.86"
"2015-08-22,""2015-10-10"",1,6.6"
"2015-07-11,""2015-08-04"",2,15.6"
"2015-09-20,""2015-11-09"",2,14.99"
"2015-09-25,""2015-09-29"",2,27.97"
"2015-07-14,""2015-07-28"",2,32.59"
"2015-09-20,""2015-10-20"",2,36.31"
"2015-08-18,""2015-10-05"",2,0.46"
"2015-10-14,""2015-11-17"",2,0.3"
"2015-08-07,""2015-08-21"",2,27.91"
"2015-10-17,""2015-11-26"",2,0.29"
"2015-07-17,""2015-11-30"",2,14.8"
"2015-08-13,""2015-08-23"",2,4.46"
"2015-08-02,""2015-11-02"",2,12.63"
"2015-09-17,""2015-10-31"",2,6.77"
"2015-07-11,""2015-07-19"",2,21.77"
"2015-11-10,""2015-12-04"",2,8.57"
"2015-10-06,""2015-11-17"",2,3.25"
"2015-07-17,""2015-07-21"",2,24.76"
"2015-09-03,""2015-11-06"",2,12.74"
"2015-10-11,""2015-11-08"",2,9.81"
"2015-07-25,""2015-09-11"",2,6.46"
"2015-08-22,""2015-09-24"",1,0.79"
"2015-09-09,""2015-09-09"",2,208.12"
"2015-09-06,""2015-09-16"",2,0.27"
"2015-08-29,""2015-11-19"",2,9.2"
"2015-08-15,""2015-09-26"",2,40.91"
"2015-09-12,""2015-10-09"",1,16.03"
"2015-08-10,""2015-08-14"",2,72.04"
"2015-08-29,""2015-09-08"",2,12.7"
"2015-08-18,""2015-11-18"",2,13.12"
"2015-08-13,""2015-10-06"",2,7.18"
"2015-07-19,""2015-10-23"",2,3.11"
"2015-09-04,""2015-10-17"",1,0.75"
"2015-09-30,""2015-10-02"",2,167.34"
"2015-08-02,""2015-08-22"",2,6.41"
"2015-09-28,""2015-10-04"",2,14.54"
"2015-07-09,""2015-09-07"",2,25.37"
"2015-07-03,""2015-07-27"",2,4.31"
"2015-09-20,""2015-09-30"",2,18.51"
"2015-09-12,""2015-11-22"",1,9.05"
"2015-07-11,""2015-09-01"",2,3.88"
"2015-09-20,""2015-12-07"",2,17.7"
"2015-07-06,""2015-09-14"",2,0.83"
"2015-09-03,""2015-11-14"",2,5.06"
"2015-08-15,""2015-11-09"",2,0.5"
"2015-09-01,""2015-09-01"",2,543.38"
"2015-08-21,""2015-11-11"",2,0.26"
"2015-10-06,""2015-11-09"",2,20.38"
"2015-10-30,""2015-12-03"",2,1.4"
"2015-09-25,""2015-09-25"",2,266.48"
"2015-10-20,""2015-10-23"",1,55.6"
"2015-08-10,""2015-09-27"",2,0.36"
"2015-11-23,""2015-11-29"",2,23.54"
"2015-08-05,""2015-08-15"",2,0.16"
"2015-09-14,""2015-12-05"",2,9.13"
"2015-08-13,""2015-09-20"",2,3.52"
"2015-09-10,""2015-10-03"",1,10.05"
"2015-09-17,""2015-11-28"",2,0.9"
"2015-07-14,""2015-08-25"",2,25.71"
"2015-08-02,""2015-11-30"",2,8.87"
"2015-07-09,""2015-07-13"",2,46.45"
"2015-08-02,""2015-08-06"",2,148.35"
"2015-09-18,""2015-11-24"",1,9.55"
"2015-10-27,""2015-11-24"",2,12.15"
"2015-11-02,""2015-11-26"",2,10.4"
"2015-08-15,""2015-10-24"",2,12.12"
"2015-08-10,""2015-09-11"",2,9.51"
"2015-10-28,""2015-11-04"",1,8.49"
"2015-11-26,""2015-12-04"",2,13.9"
"2015-09-12,""2015-11-06"",1,11.21"
"2015-07-11,""2015-08-16"",2,0.62"
"2015-09-20,""2015-10-08"",2,0.23"
"2015-06-25,""2015-06-25"",2,66.42"
"2015-09-14,""2015-11-19"",2,0.97"
"2015-10-30,""2015-11-17"",2,1.66"
"2015-07-25,""2015-08-02"",2,29.93"
"2015-07-14,""2015-10-12"",2,21.98"
"2015-08-15,""2015-08-17"",2,63.4"
"2015-10-25,""2015-11-22"",2,15.92"
"2015-11-22,""2015-12-05"",1,47.72"
"2015-07-19,""2015-07-31"",2,29.88"
"2015-10-26,""2015-11-18"",1,1.86"
"2015-10-19,""2015-11-20"",2,5.83"
"2015-11-16,""2015-12-03"",1,26.78"
"2015-11-19,""2015-11-26"",1,143.87"
"2015-10-03,""2015-10-23"",2,0.72"
"2015-10-19,""2015-12-06"",2,7.43"
"2015-06-22,""2015-06-28"",2,5.12"
"2015-08-02,""2015-09-07"",2,11.03"
"2015-07-17,""2015-10-05"",2,4.56"
"2015-09-12,""2015-12-04"",1,10.69"
"2015-08-05,""2015-09-16"",2,2.52"
"2015-10-23,""2015-11-09"",1,5.08"
"2015-07-22,""2015-07-24"",2,25.59"
"2015-09-09,""2015-10-07"",2,0.34"
"2015-07-11,""2015-10-03"",2,5.43"
"2015-08-26,""2015-10-01"",2,7.63"
"2015-09-23,""2015-10-14"",1,71.27"
"2015-07-14,""2015-09-26"",2,9.41"
"2015-10-19,""2015-11-04"",2,0.41"
"2015-11-16,""2015-11-17"",1,23.85"
"2015-10-25,""2015-11-06"",2,7.34"
"2015-08-27,""2015-09-11"",1,5.79"
"2015-06-28,""2015-06-30"",2,94.19"
"2015-11-18,""2015-11-30"",2,7.1"
"2015-10-26,""2015-11-02"",1,18.3"
"2015-08-24,""2015-09-02"",1,12.35"
"2015-11-21,""2015-11-23"",2,7.42"
"2015-07-11,""2015-09-17"",2,7.49"
"2015-09-06,""2015-10-30"",2,17.35"
"2015-09-01,""2015-09-17"",2,1.97"
"2015-09-29,""2015-09-30"",1,8.36"
"2015-08-05,""2015-08-31"",2,8.05"
"2015-10-23,""2015-10-24"",1,16.86"
"2015-08-26,""2015-09-15"",2,28.04"
"2015-09-23,""2015-09-28"",1,8.89"
"2015-09-06,""2015-09-12"",2,28.01"
"2015-08-10,""2015-10-13"",2,13.18"
"2015-06-25,""2015-12-06"",2,0.55"
"2015-10-17,""2015-11-06"",2,11.16"
"2015-08-26,""2015-11-06"",2,10.19"
"2015-07-22,""2015-08-29"",2,8.89"
"2015-09-29,""2015-11-21"",1,8.33"
"2015-11-07,""2015-11-21"",2,8.8"
"2015-11-15,""2015-11-21"",2,77.71"
"2015-09-14,""2015-10-10"",2,22.03"
"2015-07-11,""2015-07-15"",2,49.31"
"2015-11-10,""2015-11-30"",2,0.56"
"2015-08-10,""2015-12-04"",2,25.21"
"2015-07-17,""2015-07-17"",2,1168.62"
"2015-09-26,""2015-10-23"",1,2.64"
"2015-10-11,""2015-11-04"",2,0.56"
"2015-08-13,""2015-11-27"",2,12.7"
"2015-10-14,""2015-10-28"",2,21.31"
"2015-10-12,""2015-10-15"",1,4.88"
"2015-09-28,""2015-10-20"",2,0.67"
"2015-08-29,""2015-10-30"",2,26.59"
"2015-07-25,""2015-08-22"",2,8.99"
"2015-08-02,""2015-10-13"",2,3.15"
"2015-10-20,""2015-12-06"",1,2.74"
"2015-10-15,""2015-10-24"",1,34.72"
"2015-07-17,""2015-11-10"",2,13.6"
"2015-07-03,""2015-09-17"",2,15.22"
"2015-09-29,""2015-10-12"",1,0.53"
"2015-07-19,""2015-08-20"",2,0.46"
"2015-11-13,""2015-11-23"",2,13.92"
"2015-08-26,""2015-10-21"",2,1.93"
"2015-07-22,""2015-08-13"",2,14.01"
"2015-09-03,""2015-09-15"",2,14.79"
"2015-09-15,""2015-10-02"",1,0.54"
"2015-08-24,""2015-10-08"",1,4.89"
"2015-10-17,""2015-10-21"",2,9.54"
"2015-09-12,""2015-09-19"",1,14.21"
"2015-11-10,""2015-11-14"",2,39.42"
"2015-08-15,""2015-09-06"",2,0.62"
"2015-09-25,""2015-11-16"",2,4.01"
"2015-08-21,""2015-09-08"",2,13.07"
"2015-10-20,""2015-11-16"",1,10.11"
"2015-07-19,""2015-08-04"",2,37.81"
"2015-08-29,""2015-10-14"",2,1.44"
"2015-11-16,""2015-12-07"",1,14.51"
"2015-09-14,""2015-09-16"",2,118.56"
"2015-10-19,""2015-11-28"",2,0.71"
"2015-09-12,""2015-11-14"",1,9.78"
"2015-07-17,""2015-10-25"",2,6.44"
"2015-09-29,""2015-10-16"",1,7.61"
"2015-09-01,""2015-10-23"",2,36.48"
"2015-09-17,""2015-09-25"",2,99.49"
"2015-06-28,""2015-07-20"",2,13.82"
"2015-09-04,""2015-11-22"",1,0.94"
"2015-09-06,""2015-09-08"",2,24.68"
"2015-10-20,""2015-11-20"",1,12.17"
"2015-08-18,""2015-08-30"",2,0.32"
"2015-09-17,""2015-11-12"",2,8.77"
"2015-11-02,""2015-11-10"",2,23.9"
"2015-08-02,""2015-11-14"",2,21.52"
"2015-08-30,""2015-11-27"",1,4.77"
"2015-10-15,""2015-11-25"",1,1.61"
"2015-08-13,""2015-09-04"",2,7.8"
"2015-09-10,""2015-09-17"",1,61.58"
"2015-07-17,""2015-08-18"",2,32.2"
"2015-10-04,""2015-10-11"",1,22.2"
"2015-09-30,""2015-11-03"",2,0.49"
"2015-10-09,""2015-11-23"",1,13.67"
"2015-08-07,""2015-09-02"",2,0.41"
"2015-09-04,""2015-09-15"",1,7.49"
"2015-10-06,""2015-11-25"",2,0.58"
"2015-09-11,""2015-11-10"",2,0.59"
"2015-08-22,""2015-10-06"",1,1.63"
"2015-07-14,""2015-12-03"",2,7.98"
"2015-08-10,""2015-08-26"",2,0.35"
"2015-09-07,""2015-09-08"",1,66.14"
"2015-10-19,""2015-11-12"",2,9.62"
"2015-09-12,""2015-10-21"",1,13.17"
"2015-07-11,""2015-07-31"",2,5.43"
"2015-07-19,""2015-09-21"",2,14.5"
"2015-07-14,""2015-08-09"",2,4.89"
"2015-10-01,""2015-10-02"",1,61.52"
"2015-10-30,""2015-11-01"",2,29.14"
"2015-10-17,""2015-11-22"",2,6.89"
"2015-10-15,""2015-11-09"",1,11.71"
"2015-08-13,""2015-08-19"",2,6.79"
"2015-09-01,""2015-11-24"",2,6.7"
"2015-09-17,""2015-10-27"",2,0.28"
"2015-08-05,""2015-11-07"",2,10.54"
"2015-10-11,""2015-10-19"",2,25.3"
"2015-10-11,""2015-11-20"",2,13.66"
"2015-10-06,""2015-10-08"",2,176.33"
"2015-08-26,""2015-11-22"",2,4.56"
"2015-09-23,""2015-12-05"",1,6.88"
"2015-09-11,""2015-10-25"",2,0.79"
"2015-07-17,""2015-08-02"",2,0.3"
"2015-09-25,""2015-11-04"",2,2.62"
"2015-09-14,""2015-10-18"",2,0.22"
"2015-09-06,""2015-12-01"",2,9.65"
"2015-10-03,""2015-10-31"",2,5.35"
"2015-10-12,""2015-10-31"",1,8.51"
"2015-08-10,""2015-08-10"",2,387.5"
"2015-07-14,""2015-07-24"",2,60.36"
"2015-10-22,""2015-12-07"",2,10.91"
"2015-10-14,""2015-11-13"",2,6"
"2015-07-19,""2015-09-05"",2,1.04"
"2015-07-06,""2015-11-25"",2,4.79"
"2015-09-22,""2015-09-28"",2,32.09"
"2015-08-30,""2015-08-31"",1,18.02"
"2015-09-28,""2015-09-30"",2,0.52"
"2015-10-06,""2015-11-21"",2,6.71"
"2015-09-14,""2015-09-24"",2,0.23"
"2015-09-22,""2015-10-18"",2,2.42"
"2015-07-17,""2015-09-15"",2,4.9"
"2015-11-03,""2015-12-04"",1,11.74"
"2015-09-01,""2015-09-13"",2,19"
"2015-10-30,""2015-11-29"",2,14"
"2015-07-19,""2015-10-19"",2,28.59"
"2015-06-28,""2015-09-26"",2,0.05"
"2015-08-10,""2015-09-23"",2,6.49"
"2015-10-07,""2015-11-01"",1,15.64"
"2015-09-03,""2015-09-11"",2,13.52"
"2015-08-29,""2015-09-04"",2,0.32"
"2015-08-13,""2015-10-02"",2,2.25"
"2015-09-06,""2015-10-06"",2,12.57"
"2015-09-30,""2015-10-30"",2,10.6"
"2015-11-24,""2015-12-03"",1,8.21"
"2015-09-03,""2015-10-13"",2,1.43"
"2015-08-02,""2015-08-02"",2,604.3"
"2015-09-04,""2015-09-27"",1,4.91"
"2015-07-03,""2015-07-07"",2,11.34"
"2015-09-11,""2015-11-22"",2,0.29"
"2015-07-11,""2015-08-28"",2,25.47"
"2015-09-07,""2015-10-06"",1,3.93"
"2015-08-26,""2015-08-26"",2,541.99"
"2015-11-03,""2015-11-18"",1,0.61"
"2015-08-05,""2015-12-05"",2,8.43"
"2015-10-19,""2015-10-23"",2,10.68"
"2015-10-06,""2015-11-05"",2,22.3"
"2015-10-01,""2015-10-14"",1,26.97"
"2015-10-07,""2015-10-16"",1,33.31"
"2015-10-30,""2015-11-13"",2,40.93"
"2015-09-17,""2015-11-24"",2,5.22"
"2015-10-15,""2015-12-07"",1,7.47"
"2015-09-25,""2015-11-20"",2,12.5"
"2015-08-13,""2015-09-16"",2,0.23"
"2015-10-22,""2015-10-24"",2,10.22"
"2015-09-28,""2015-10-16"",2,0.37"
"2015-09-26,""2015-11-04"",1,5.24"
"2015-07-14,""2015-08-21"",2,3.89"
"2015-07-09,""2015-07-09"",2,381.99"
"2015-10-03,""2015-11-20"",2,11.43"
"2015-07-19,""2015-07-27"",2,77.87"
"2015-09-28,""2015-10-12"",2,7.32"
"2015-08-29,""2015-10-06"",2,7.7"
"2015-11-16,""2015-11-29"",1,11.2"
"2015-09-17,""2015-09-17"",2,951.43"
"2015-09-06,""2015-11-27"",2,0.01"
"2015-09-01,""2015-10-15"",2,3.42"
"2015-08-18,""2015-08-22"",2,4.6"
"2015-07-06,""2015-10-16"",2,0.62"
"2015-08-02,""2015-09-19"",2,16.84"
"2015-09-30,""2015-12-05"",2,13.62"
"2015-10-07,""2015-12-03"",1,20.39"
"2015-11-15,""2015-12-03"",2,16.64"
"2015-10-23,""2015-11-05"",1,1.7"
"2015-11-21,""2015-12-05"",2,17.88"
"2015-07-11,""2015-09-29"",2,5.7"
"2015-09-07,""2015-11-07"",1,15.78"
"2015-08-26,""2015-09-27"",2,8.79"
"2015-09-22,""2015-10-26"",2,0.63"
"2015-07-14,""2015-10-08"",2,4.52"
"2015-09-09,""2015-11-20"",2,9.58"
"2015-07-19,""2015-11-20"",2,9.47"
"2015-09-18,""2015-09-21"",1,12.32"
"2015-10-25,""2015-11-18"",2,2.1"
"2015-11-22,""2015-12-01"",1,19.2"
